Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
Chevrolet Trax 2015 1.8,chevrolet,Trax,3,Los repuestos muy caro y no hay en el mercado todo es en la agencia,0,2020-05-01 22:23:09.907000+00:00
Chevrolet Trax 2015 LT,chevrolet,Trax,3,"En general funcionó bien los primeros 4 años, el último año ha presentado varias fallas sobre todo en el sistema de enfriamiento pero en general bien.",2,2020-04-03 01:30:09.500000+00:00
Chevrolet Trax 2013 LTZ,chevrolet,Trax,1,"Es el peor vehículo que he tenido, desde la semana de adquirido tuvo que entrar por garantía a reparación, si no eran, fallas de suspensión eran fallas eléctricas, fallas de frenos etc.demande pero no me cambiaron el vehículo porque según ellos no eran fallas graves",2,2020-03-12 19:54:49.049000+00:00
Chevrolet Trax 2014 LT,chevrolet,Trax,1,SALIO CON MUCHAS FALLAS Y PIEZAS Y MANO DE OBRA MUY CARAS,2,2020-02-06 18:44:29.639000+00:00
Chevrolet Trax 2014 Manual,chevrolet,Trax,4,Bueno pero cuando le falla algo no tanto,2,2020-02-05 12:49:02.464000+00:00
Chevrolet Trax 2015,chevrolet,Trax,5,Me gusta mucho es muy cómoda y te da mucha visibilidad el diseño,-4,2019-11-30 01:33:45.989000+00:00
Chevrolet Trax 2015 Lt,chevrolet,Trax,4,"Desde que la empecé a manejar siento que algo se arrastra en el eje motriz, cómo si un balero estuviese falto de lubricación, lo comenté en la Agencia durante sus servicios obligatorios pero no me dieron respuesta alguna al respecto.",-3,2019-11-29 15:21:33.331000+00:00
Chevrolet Trax 2014 Ltz turbo 1.4 ltr,chevrolet,Trax,5,Es muy buena camioneta cómoda,-5,2019-09-12 05:09:24.186000+00:00
Chevrolet Trax 2014 Teax lt,chevrolet,Trax,1,"Al prenderla se jalonea el motor..marca luz del motor se se calineta no se que es.98,000km",-3,2019-08-26 00:11:02.051000+00:00
Chevrolet Trax 2017,chevrolet,Trax,1,"Hola: no compren porquerias a chevrolet , no se hace responsable de la garantia segun dan 60000km o tres años , compre una trax 2017 la ocupo muy poco tiene 2 años 6 meses que la compre solo le hecho 15000 km y empezo a regar liquido del higraulico de la caja de velocidades la lleve a la agencia la tubieron como 15 dias en chevolet montoto para que me salieran con sus jaladas que no entra en grantia estoy muy molesto porque he comprado autos de otras marca y nunca he tenido problemas asta los 60000km o mas y esta camioneta me esta fallando que mala honda ya hable ala planta al 018004660811 y me dicen lo mismo que no entra en garantia las llantas son una porqueria se empesaron a caer apededazos si van a comprar un vehiculo de esta marca piensen lo muy bien porque esta marca son una porqueria de carros ya se le spark, matiz ,cruce, simpre tienen problemas en sus cajas de velocidades",4,2019-08-02 00:56:23.319000+00:00
Chevrolet Trax 2013  5 puertas eléctrico,chevrolet,Trax,1,"Pésima compra, desde que la compre he gastado una infinidad de mecánicos, el termostato, se apaga sin razón alguna y no encuentran la falla, la dirección, le he hecho todos los servicios y no encuentran falla de porque se apaga sin razón",1,2019-07-16 18:14:11.807000+00:00
Chevrolet Trax 2014 Lt,chevrolet,Trax,2,"MALA, la agencia es horrible el servicio al cliente, con menos de 20 mil km le cambiaron las balatas que ya se habían acabado haganme el favor, y no me hicieron válida la garantía, 2000 mil más por lavado de inyectores que porque le puse gasolina verde, las malditas intermitentes se callan cuando apagó el motor, me voy y cuando regreso ptm ya se descargó la bateria, le cambiaron algo de las velocidades y sigue como que no entran bien, pero lo peor de todo es que el odómetro marca más kilometraje, me di cuenta porque anterior mente tenía una tornado, y hago el mismo recorrido y la vendí con 100000 km con 10 años de uso, y la trax a 3 años ya con 50, ya a partir del 2018 la arrumbe tengo otro y en un año y medio hice solo 6000 km por lo tanto la trax no debería pasar de los 30000 km, y no tiene potencia con la tornado rebasaba muy bien en carretera, y hasta muchísima gasolina, NO LA COMPREN",2,2019-06-21 05:14:47.171000+00:00
Chevrolet Trax 2018 trax,chevrolet,Trax,4,el consumo es alto de gas y esta algunos partes no embonan sobre todo los plásticos de la puerta no están parejos,2,2019-06-13 21:11:04.377000+00:00
Chevrolet Trax 2017,chevrolet,Trax,1,Apesta! Arrepentida de gastar mi dinero en ella.,2,2019-01-20 19:55:37.738000+00:00
Chevrolet Trax 2017 Manue,chevrolet,Trax,4,Hasta el momento No ha presentado fallas,0,2018-07-28 06:01:04.367000+00:00
"Chevrolet Trax 2016 4 puertas, manual",chevrolet,Trax,3,"Hace muchos rechinidos, el rendimiento de combustible no es el marcado, las intermitentes no suenan cuando apagas la camioneta.",3,2018-06-12 17:04:51.294000+00:00
Chevrolet Trax 2018 LT 1.800 cc,chevrolet,Trax,3,"Es un buen vehículo, cómodo, seguro, bonito. Por mejorar estaría el consumo de combustible y el ensamblaje en general, por ejemplo el mío trajo ciertos defectos de fábrica en la carrocería (puertas descuadradas)  que me ha tocado corregir y eso es incómodo para ser un vehículo nuevo. En lo que respecta al motor y transmisión ha salido muy bien.",0,2018-06-04 20:50:25.118000+00:00
Chevrolet Trax 2018 Ls,chevrolet,Trax,5,"Hasta el momento perfecto, potente, cómodo, relativamente económico en combustible, gran diseño, excelente seguridad, costo de mantenimiento bajo",2,2018-03-04 21:55:33.095000+00:00
Chevrolet Trax 2014,chevrolet,Trax,4,Hay que cuidar la aceleración para tener 12 km X litro,3,2018-02-22 16:46:53.154000+00:00
Chevrolet Trax 2013 1.7 lS.FWD,chevrolet,Trax,3,"ULTIMAMENTE ME ESTA DANDO MUCHO DOLOR DE CABEZA CON EL CODIGO 89 , LO LLEVE AL TALLER Y ME DICEN QUE TIEBEB QUE CABIAR EL FILTRO DE GASOLINA Y EL TERMOSTATO",1,2018-01-29 18:56:31.052000+00:00
"Chevrolet Trax 2015 4 puertas, 1.8 lt",chevrolet,Trax,4,"Hasta el momento me ha salido muy bien, solo que gasta mucha gasolina",3,2018-01-17 23:16:30.885000+00:00
Chevrolet Trax 2017,chevrolet,Trax,1,"A los 400 km empezó un ruido en la. Parte delantera del lado derecho. La lleve a la agencia y le hicieron cambio de soporte de amortiguador,  pero siguio con el problema , la volvi a llevar en dos ocasiones y la quisieron recibir diciendo q era un ruido normal, la lleve por tercera vez ya q el ruido era mas fuerte y ya fue cuando dijeron q si traia un problema le volvieron a cambiar el soporte del amortiguador y siguio el ruido y ya no se las recibí, me siguen diciendo q es un ruido normal q todas la d esta linea lo hacen ya cale una de hay mismo de la agencia y no hace el ruido y me dicen q esa no lo hace q porq esta nueva y sólo tiene 15 km osea q si la mia a los 400 km hiso ese ruido q espero a cuando tenga más km bueno p no hacerla mas larga es fecha q no me han entregado la camioneta ya va p dos meses y nada ya nonse q hacer 😭",8,2018-01-03 05:43:07.070000+00:00
Chevrolet Trax 2013 LT,chevrolet,Trax,4,Quisiera saber que tal sale de transmisión la chevrolet trax automática. Porque quiero comprar una,-2,2017-12-29 03:51:38.261000+00:00
Chevrolet Trax 2013 LT,chevrolet,Trax,1,"Me marco código 89, según en la agencia se.lo cambiaron, pasó un rato y vuelve el fallo.  Por los.comentarios que he leído es un fallo en general, el cual sale.muy caro estarlo cambiando",2,2017-12-28 21:53:20.032000+00:00
Chevrolet Trax 2014 3,chevrolet,Trax,3,"Me gusta el modelo solo que por fallas ya le cambiaron trasmisión,  ahora tiene el problema de que aveces no prende al primer intento y es incierto si prenderá o me dejara en mi ultimo viaje.",-1,2017-09-26 04:58:29.130000+00:00
Chevrolet Trax 2014,chevrolet,Trax,3,"Al momento de pasar de 3ra a 4ta el carro como que da un leve jalon. ,  , A/C Dejo de enfriar.",4,2017-08-09 22:06:23.755000+00:00
Chevrolet Traverse 2015 LT V6 3.6,chevrolet,Traverse,5,"La tengo hace más de un mes y todo bien, casi no se siente ruido externo ni de motor, buena amortiguación se siente muy segura a alta velocidad y su consumo es acorde a su motor 3.6 V6 si pasan de camionetas pequeñas a esta Traverse encontrarán un consumo alto pero es lo normal",0,2020-10-10 14:34:09.371000+00:00
Chevrolet Traverse 2020 Premier 3600 cc,chevrolet,Traverse,1,muy comodo pero muy inseguro,-1,2020-09-16 19:07:20.844000+00:00
Chevrolet Traverse 2010 3.6,chevrolet,Traverse,3,Hola amigos quiero tener una traverse .que me recomiendan ustedes es de segunda mano .en que tendré que fijarme para no tener problemas?,0,2020-09-03 11:09:50.869000+00:00
Chevrolet Traverse 2009 Automáticamente 6 cilindros,chevrolet,Traverse,5,Mi traverse el pedal de freno se queda encendido de stop con el pie lo subo se quita como si el pedal está flojo se baja solo y hace que encienda stop que puede ser apretar el pedal o algo se rompió tiene juego el pedal,0,2020-07-28 21:23:08.621000+00:00
Chevrolet Traverse 2015 4,chevrolet,Traverse,3,Nose que pasa con la GNC pero sus autos dejan mucho que desear,-1,2020-07-18 15:47:00.891000+00:00
Chevrolet Traverse 2012 Lt,chevrolet,Traverse,5,"Es una excelente camioneta, muy comodaen cuanto al consumo siempre he tenido carros grandes y    Pues es bueno, muy buena camioneta apesar de q no tiene buena reputación",6,2020-06-08 00:15:29.824000+00:00
Chevrolet Traverse 2013 Full equipo,chevrolet,Traverse,4,"Es un vehículo muy cómodo, que ofrece buenas condiciones para un viaje largo, pero su consumo de combustible no es óptimo en la ciudad... tuve un amigo que pasó el auto a gas y rueda más económicamente",3,2020-03-31 21:48:43.694000+00:00
Chevrolet Traverse 2015,chevrolet,Traverse,1,"Pésima , alto consumo de gasolina difícil de vender ni regalada reciben",0,2020-03-17 01:00:02.220000+00:00
Chevrolet Traverse 2015,chevrolet,Traverse,3,"AGRADABLE, MUY BUENA PARA  UNA FAMILIA",2,2020-01-11 22:15:07.697000+00:00
Chevrolet Traverse 2013 5 puertas LT automático la más full,chevrolet,Traverse,5,Hola consulta mi vehículo chevrolet traverse dejo de funcionar la marcha atrás y solo me funciona la marcha directa hasta la primera las otras marchas las bota no me deja avanzar rápido perdió fuerza que debo hacer gracias,0,2020-01-06 15:26:47.362000+00:00
Chevrolet Traverse 2010 Lt,chevrolet,Traverse,2,"Es buen vehículo lástima que nadie le atina es puro secadero de dinero todos te dicen que es tal cosa cuando le cambian la parte que no es barata resulta que no es y empieza de nuevo el martirio de ir con otro taller o agencia a que te sigan sacando dinero , Nadie se hace responsable por lo que te venden , En mi opinión buenas pero batallosas , Mi problema es con el banco 2 etc etc  , Ya estoy hasta la madre la verdad",4,2019-11-21 16:13:53.070000+00:00
"Chevrolet Traverse 2011 5 puertas, motor 3600",chevrolet,Traverse,3,La tengo hace 15 días y no se como funciona el 4x4 y para subir se queda,-4,2019-09-23 16:34:03.921000+00:00
Chevrolet Traverse 2011 4 puerta,chevrolet,Traverse,2,Tengo un problema me dice en el tAblero motor sin fuerza y mucho humo blanco.,4,2019-09-12 21:46:36.004000+00:00
Chevrolet Traverse 2016 3.6 LT,chevrolet,Traverse,4,"Excelente andar para viajes largos; muy comodo, estable y sólido. Su único problema el elevado consumo en ciudad sobre todos en tramos cortos.",7,2019-09-03 22:26:40.668000+00:00
Chevrolet Traverse 2012 5 puertas motor 3.6,chevrolet,Traverse,5,es una excelente camioneta.,0,2019-07-30 00:18:59.515000+00:00
Chevrolet Traverse 2015 3.6 fuul equipo,chevrolet,Traverse,1,Consume como un v8 la vendi barata para poder comprar una ford explorer 2017 de 1 a 1000 la diferencia es mil q cambio.....,5,2019-06-23 06:32:46.671000+00:00
Chevrolet Traverse 2011,chevrolet,Traverse,3,El unico problema que tengo es q de repente se jala cuando va en marcha y no se que sea ayuda por fa.,-2,2019-05-29 02:07:10.701000+00:00
Chevrolet Traverse 2015,chevrolet,Traverse,2,"Por lo que leo en este y otros sitios y por la experiencia reciente creo son buenos vehiculos pero mal capacitados sus mecanicos y electricos ya que no dictaminan con categoria y claramen5te la causa de los fallos, van al tin marin cuando las refacciones son CARISIMAS y no hay responsabiilidad por un mal diagnostico que te haga comprar lo que no esta fallando",4,2019-05-22 14:15:32.545000+00:00
Chevrolet Traverse 2015,chevrolet,Traverse,1,"Al cumplir el 3er año con ella no he dejado de pagar en cada mantenimiento soportes, bujes, y salgo con cuentas arriba de $20,00 mil pesos y ya estoy cansada de estar batallando con ella como si fuera una camioneta vieja. Y cuenta con todos los mantenimientos de la Agencia",-3,2019-05-21 02:58:47.836000+00:00
Chevrolet Traverse 2016 LT Paq. B,chevrolet,Traverse,3,"Gasta demasiado combustible, parece como si tuviera un V8 grande.",2,2019-05-16 17:44:15.447000+00:00
Chevrolet Traverse 2009,chevrolet,Traverse,5,"tengo problemas en el cilindro 1,3,5  y marca error de correlación de tiempo no se sostiene encendida",2,2019-04-04 23:12:22.582000+00:00
Chevrolet Traverse 2011 4 puertas full motor 3.6,chevrolet,Traverse,1,Gasta demasiado combustible y da demasiado problemas,2,2019-03-23 20:10:09.764000+00:00
Chevrolet Traverse 2016 Lt,chevrolet,Traverse,2,Consume mucho combustible se desajusta la cambie por una ford explorer q diferencia tan grande,4,2018-12-06 20:24:45.524000+00:00
Chevrolet Traverse 2011,chevrolet,Traverse,2,Solo un mes con mi Chevrolet traversa 2011 y me tiene cansado con los problemas de inyectores se lo cambié y ahora no enciende,2,2018-11-27 02:06:11.587000+00:00
Chevrolet Traverse 2016 4x4,chevrolet,Traverse,4,Buen día alguien me puede informar si la Traverse se puede mandar a levantar? Resulta que en mi finca siempre Rosa con todo por lo bajita,1,2018-11-11 18:10:35.262000+00:00
Chevrolet Traverse 2012 SUV,chevrolet,Traverse,2,"Muy arrepentido de haber comprado una Traverse, la última General Motors, muy elegante y cómoda pero tuve cuatro fallas mas o menos severas en dos años,sensores de gases, caja automática,  motor de Climatizacion, caja de la dirección. Increible para un vehículo nuevo . ERA adepto a vehículos de General Motors pero después de esta pésima experiencia además de una Equinox 2009 cuya caja automatica murió y debí gastar  3000 dólares en su reparación, NUNCA MAS General Motors",2,2018-09-08 21:36:09.128000+00:00
Chevrolet Traverse 2009,chevrolet,Traverse,5,"tengo la traverse 2009 y enciende el sensor de traccion y el stabilitrak,al momento de iniciar marcha se jalonea y se amarran las llantas que puedo hacer nadie me resulve nada,prenguta las llantas deben de tener la misma medida para que eso no suceda?",0,2018-08-13 03:49:34.503000+00:00
Chevrolet Traverse 2016,chevrolet,Traverse,1,"Un mes de uso, solo dejando a mi hijo al colegio y un viaje de unos 400 kms ida y vuelta y falla y prende el indicador de fallo de motor. Anteriormente tenía una Rav4 y  nunca fallo en los 4 años que la tuve",2,2018-07-08 23:08:06.853000+00:00
"Chevrolet Traverse 2015 Full, cuero, 3,7",chevrolet,Traverse,2,"Falla eléctrica al 3er año. Se prende luz Check engine y fallan múltiples cosas del auto. , El repuesto se demora en llegar y no responden por auto de reemplazo.",2,2018-05-21 02:19:15.782000+00:00
Chevrolet Traverse 2017 Lt,chevrolet,Traverse,1,Gasta mucha gasolina se desajusta a veces falla teniendo pocas millas no tiene la calidad para el precio. Mejórenlo o sáquenlo d mercado porque se están pasando a la competencia,2,2018-04-12 16:29:43.989000+00:00
Chevrolet Traverse 2012 4,chevrolet,Traverse,4,Buen vehiculo sin embargo se desajusta mucho,1,2018-03-13 22:49:50.690000+00:00
Chevrolet Traverse 2010 Chevrolet traverse,chevrolet,Traverse,1,Es un carro muy malo gasta mucho no lo recomiendo,0,2017-10-05 15:04:32.934000+00:00
Chevrolet TrailBlazer 2004 6 cilindro  4/4,chevrolet,TrailBlazer,5,Muy buenas caminatas un buen espacio confortable y muy potente el motor  excelente las traiblazer,3,2020-10-06 23:19:40.776000+00:00
Chevrolet TrailBlazer 2000 5,chevrolet,TrailBlazer,5,"Yo quiero comprar una trailblazer  , Familiar de 3 filas de asiento ojalá me salga buena",0,2020-09-25 23:28:41.427000+00:00
Chevrolet TrailBlazer 2004 4.2 vortec 6 cil sencilla lz,chevrolet,TrailBlazer,3,"Es cómoda, pero la acabo de comprar soy el segundo dueño y se le hizo cambio de aceite al motor y presentó falla en un sensor que manda la señal a la cadena del tiempo... es normal?",0,2020-09-22 21:05:42.569000+00:00
Chevrolet TrailBlazer 2007 5.3 LTZ,chevrolet,TrailBlazer,5,Que tanto es el consumo de gasolina de esta camioneta? Y que tan buenas son? Saludos,0,2020-09-01 00:04:07.364000+00:00
Chevrolet TrailBlazer 2004,chevrolet,TrailBlazer,4,Exelente..solo sus servicios y pequeños detalles de uso común,1,2020-07-20 19:06:21.526000+00:00
Chevrolet TrailBlazer 2006,chevrolet,TrailBlazer,4,Yo tengo una mod 2006 la ltz la d lujo y muy cómoda  pero cuando la compré me dijo el mecánico q esa camioneta ya había tenido un calentón q me recomiendan q le repare el motor o venderla,1,2020-05-29 00:46:23.939000+00:00
Chevrolet TrailBlazer 2002 4 puertas motor 8 cil,chevrolet,TrailBlazer,5,Hasta ahora muy buena camioneta.,1,2020-05-08 05:23:32.123000+00:00
Chevrolet TrailBlazer 2017 Full,chevrolet,TrailBlazer,2,"A los 10.000 km. Le tuvieron que cambiar el motor, muy ruidosa es de mala calidad, el acondicionador de aire es desastroso frío o caliente no hay temperatura intermedia. Lo rescatable es el consumo del andar. No la recomiendo",-1,2020-04-21 19:32:38.918000+00:00
Chevrolet TrailBlazer 2019,chevrolet,TrailBlazer,5,no funciona la alarma para impacto  ya se robaron un retrovisor lateral y los tapacubos y no suena,-2,2020-03-28 19:42:54.791000+00:00
Chevrolet TrailBlazer 2019 5 puertas 2.8 Diesel,chevrolet,TrailBlazer,4,Mi vehículo tiene 20000 km y hasta ahora no me dado problemas y eso que viajo fuera de ciudad muy seguido. El carro me parece muy económico en combustible y potente su motor sobre todo el pique que es lo que me interesa para viajar a la sierra muy buen desempeño. Concuerdo con algunos comentarios de los sonidos de algunos plásticos. En tecnología muy bueno ya que acá en Ecuador carros con similar tecnología son demasiado caros o no son 4x4. En relación precio confort muy bueno.,9,2020-03-04 20:19:25.404000+00:00
